"Type","Subpopulation","Indicator","Category","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition","ID2Condition","IndicatorPlainLanguage","CategoryConditionPlainLanguage","IndicatorConditionFlag","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag"
"Std_Fed_Regions","Region_1","MacroInvert_MMI","Fair",22,14.82840165,4.055231768,6.880293433,22.77650986,8009.757194,2084.664419,3923.890013,12095.62438,15.896216427,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_1-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 1","Keep"
"Std_Fed_Regions","Region_1","MacroInvert_MMI","Poor",60,32.88768872,6.754700802,19.64871842,46.12665902,17764.71987,3608.755802,10691.68847,24837.75127,26.4779406,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_1-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 1","Keep"
"Std_Fed_Regions","Region_1","MacroInvert_MMI","Not Assessed",3,0.350850405,0.174435532,0.008963044,0.692737765,189.5164846,87.64522969,17.73499095,361.2979782,0.683774721,0.192335724,0,0.482764309,0,5845.18254,"Std_Fed_Regions-Region_1-MacroInvert_MMI","Macroinvertebrate Quality","Not Assessed","Keep","EPA Regions","EPA Region 1","Keep"
"Std_Fed_Regions","Region_2","MacroInvert_MMI","Good",19,24.28337319,5.421309778,13.65780128,34.90894511,12386.19427,2950.007385,6604.286037,18168.10249,21.25114383,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_2-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 2","Keep"
"Std_Fed_Regions","Region_2","MacroInvert_MMI","Fair",18,28.64466898,6.397634121,16.10553652,41.18380145,14610.75576,3805.841646,7151.443199,22070.06831,25.07826493,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_2-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 2","Keep"
"Std_Fed_Regions","Region_2","MacroInvert_MMI","Poor",56,47.07195782,6.203480826,34.91335883,59.23055682,24009.94332,3466.00091,17216.70637,30803.18028,24.31719799,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_2-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 2","Keep"
"Std_Fed_Regions","Region_3","MacroInvert_MMI","Good",51,36.60610191,5.637013896,25.55775769,47.65444613,51331.06689,8131.242255,35394.12492,67268.00887,22.09668844,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_3-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_3","MacroInvert_MMI","Fair",37,36.59632473,7.135041848,22.61189968,50.58074978,51317.35681,13393.09967,25067.36382,77567.3498,27.9688501,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_3-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_3","MacroInvert_MMI","Poor",46,26.79757336,5.772686782,15.48331517,38.11183154,37577.01473,8437.098914,21040.60472,54113.42473,22.62851637,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_3-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_4","MacroInvert_MMI","Good",48,18.23113285,2.906298267,12.53489292,23.92737278,45224.20172,7282.525906,30950.71323,59497.69021,11.39247986,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_4-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_4","MacroInvert_MMI","Fair",52,24.27948336,4.125366052,16.19391447,32.36505225,60227.75776,11707.21469,37282.03861,83173.47691,16.17113778,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_4-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_4","MacroInvert_MMI","Poor",121,57.48938379,4.296810591,49.06778978,65.91097779,142608.3343,14606.04061,113981.0208,171235.6479,16.84318801,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_4-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_5","MacroInvert_MMI","Good",110,26.76311702,2.89433034,21.09033379,32.43590024,61772.09308,6407.655762,49213.31856,74330.86759,11.34556645,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_5-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_5","MacroInvert_MMI","Fair",74,29.52949408,3.474847195,22.71891872,36.34006943,68157.18272,9031.235269,50456.28686,85858.07859,13.62115071,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_5-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_5","MacroInvert_MMI","Poor",94,43.68947996,3.752026845,36.33564247,51.04331744,100839.9216,11659.1139,77988.47829,123691.365,14.70767497,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_5-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_5","MacroInvert_MMI","Not Assessed",1,0.01790895,0.016027104,0,0.049321498,41.33574399,36.77256829,0,113.4086535,0.049321498,0.192335724,0,0.482764309,0,5845.18254,"Std_Fed_Regions-Region_5-MacroInvert_MMI","Macroinvertebrate Quality","Not Assessed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_6","MacroInvert_MMI","Good",44,15.19371799,3.110151184,9.097933688,21.2895023,19003.26173,3634.468115,11879.83513,26126.68834,12.191568612,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_6-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_6","MacroInvert_MMI","Fair",55,22.65473716,4.575405089,13.68710797,31.62236635,28334.99344,5599.915741,17359.36027,39310.62661,17.93525838,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_6-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_6","MacroInvert_MMI","Poor",97,62.15154485,5.605937043,51.16411015,73.13897955,77734.89506,13918.16539,50455.79217,105013.998,21.9748694,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_6-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_7","MacroInvert_MMI","Good",64,28.75084041,4.055927908,20.80136778,36.70031303,29931.65121,4235.386436,21630.44634,38232.85608,15.89894525,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_7-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_7","MacroInvert_MMI","Fair",51,31.27391236,4.644421033,22.1710144,40.37681031,32558.34693,5758.791411,21271.32317,43845.37069,18.20579591,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_7-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_7","MacroInvert_MMI","Poor",59,39.97524724,4.641860914,30.87736702,49.07312745,41617.04981,5749.349422,30348.53201,52885.56761,18.19576043,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_7-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_8","MacroInvert_MMI","Good",122,38.49495168,4.42296728,29.82609511,47.16380826,49381.5537,7804.668222,34084.68508,64678.42233,17.33771315,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_8-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_8","MacroInvert_MMI","Fair",72,24.13128986,3.275172775,17.71206918,30.55051055,30955.76262,4375.77183,22379.40742,39532.11781,12.83844137,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_8-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_8","MacroInvert_MMI","Poor",146,37.37375845,3.690259605,30.14098253,44.60653437,47943.28034,4708.402562,38714.98089,57171.57978,14.46555184,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_8-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_9","MacroInvert_MMI","Good",25,34.31972258,6.365419632,21.84372935,46.7957158,8927.858524,1640.545885,5712.447673,12143.26937,24.95198645,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_9-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_9","MacroInvert_MMI","Fair",22,20.46454129,6.01917462,8.667175817,32.26190676,5323.601582,1586.174454,2214.756779,8432.446384,23.594730943,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_9-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_9","MacroInvert_MMI","Poor",66,45.21573613,7.431236007,30.6507812,59.78069107,11762.32396,2835.001764,6205.82261,17318.82532,29.12990987,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_9-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_10","MacroInvert_MMI","Good",69,58.30545359,5.109488514,48.29104012,68.31986705,59839.51602,8431.863079,43313.36806,76365.66397,20.02882693,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Std_Fed_Regions-Region_10-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Std_Fed_Regions","Region_10","MacroInvert_MMI","Fair",43,15.56638661,3.592201732,8.525800592,22.60697263,15975.95051,3811.642019,8505.269432,23446.63159,14.081172038,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Std_Fed_Regions-Region_10-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Std_Fed_Regions","Region_10","MacroInvert_MMI","Poor",60,24.085072,4.078202307,16.09194235,32.07820164,24718.76922,4251.103563,16386.75934,33050.7791,15.98625929,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Std_Fed_Regions-Region_10-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Std_Fed_Regions","Region_10","MacroInvert_MMI","Not Assessed",1,2.043087804,1.727449412,0,5.428826437,2096.843054,1792.33624,0,5609.757532,5.428826437,0.192335724,0,0.482764309,0,5845.18254,"Std_Fed_Regions-Region_10-MacroInvert_MMI","Macroinvertebrate Quality","Not Assessed","Keep","EPA Regions","EPA Region 10","Keep"
"Major_Basins","Arkansas-White-Red Region","MacroInvert_MMI","Good",28,26.82853837,5.200442456,16.63585846,37.02121829,13575.17806,2974.561943,7745.143786,19405.21234,20.38535983,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Arkansas-White-Red Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","MacroInvert_MMI","Fair",33,31.52670008,5.583318845,20.58359623,42.46980393,15952.43697,3247.913797,9586.642902,22318.23103,21.8862077,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Arkansas-White-Red Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","MacroInvert_MMI","Poor",47,41.64476155,5.405050841,31.05105657,52.23846653,21072.15256,3212.386707,14775.99031,27368.31481,21.18740996,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Arkansas-White-Red Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","California Region","MacroInvert_MMI","Good",19,47.21616225,7.390979755,32.73010812,61.70221638,9397.671272,1918.268701,5637.933705,13157.40884,28.97210826,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-California Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","MacroInvert_MMI","Fair",7,17.3562987,6.580334648,4.459079784,30.25351761,3454.5118,1427.602903,656.4615268,6252.562074,25.794437826,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-California Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","MacroInvert_MMI","Poor",42,35.42753905,5.292276066,25.05486856,45.80020953,7051.322048,892.3479411,5302.352222,8800.291875,20.74534097,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-California Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","Great Basin Region","MacroInvert_MMI","Good",3,6.134564111,4.337294552,0,14.63550522,554.7769183,351.3033526,0,1243.318837,14.63550522,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Great Basin Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","MacroInvert_MMI","Fair",9,17.01485135,9.348234537,0,35.33705436,1538.731461,662.0408413,241.1552555,2836.307666,35.33705436,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Great Basin Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","MacroInvert_MMI","Poor",14,76.85058454,11.21563601,54.8683419,98.83282718,6949.95271,3072.378149,928.2021908,12971.70323,43.96448528,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Great Basin Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Lakes Region","MacroInvert_MMI","Good",46,28.39217352,4.745706051,19.09076058,37.69358646,29394.20026,4913.543606,19763.83175,39024.56876,18.60282588,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Great Lakes Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","MacroInvert_MMI","Fair",25,25.82511858,5.353604992,15.33224561,36.31799155,26736.54789,6027.818348,14922.24103,38550.85476,20.98574594,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Great Lakes Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","MacroInvert_MMI","Poor",42,45.7827079,5.790455012,34.43362462,57.13179118,47398.48759,7928.818894,31858.28812,62938.68706,22.69816656,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Great Lakes Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Lower Colorado Region","MacroInvert_MMI","Good",2,1.911705765,1.75550703,0,5.352436319,54.74091666,49.02294892,0,150.824131,5.352436319,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Lower Colorado Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","MacroInvert_MMI","Fair",9,31.28324843,12.43614899,6.908844293,55.65765256,895.7830889,323.0254069,262.6649253,1528.901253,48.748808267,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Lower Colorado Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","MacroInvert_MMI","Poor",15,66.80504581,12.61046715,42.08898437,91.52110725,1912.935302,629.5796164,678.9819287,3146.888676,49.43212288,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Lower Colorado Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Mississippi Region","MacroInvert_MMI","Good",7,11.02132953,4.662192772,1.883599611,20.15905946,7605.681947,3082.647238,1563.804382,13647.55951,18.275459849,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Lower Mississippi Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","MacroInvert_MMI","Fair",6,15.07688422,6.564656545,2.210393819,27.94337462,10404.36961,4518.874353,1547.538632,19261.2006,25.732980801,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Lower Mississippi Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","MacroInvert_MMI","Poor",48,73.90178625,7.094732697,59.99636568,87.80720681,50998.70027,11329.45616,28793.37424,73204.02631,27.81084113,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Lower Mississippi Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Mid-Atlantic Region","MacroInvert_MMI","Good",42,37.36206401,6.258215196,25.09618762,49.6279404,33222.1937,6470.255484,20540.72598,45903.66142,24.53175278,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Mid-Atlantic Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","MacroInvert_MMI","Fair",36,28.52738899,6.297498488,16.18451876,40.87025922,25366.43699,6078.408565,13452.97512,37279.89887,24.68574046,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Mid-Atlantic Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","MacroInvert_MMI","Poor",63,34.110547,6.932217682,20.52365001,47.69744399,30330.95814,7261.028404,16099.60398,44562.3123,27.17379398,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Mid-Atlantic Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Missouri Region","MacroInvert_MMI","Good",135,33.21679817,3.984844788,25.4066459,41.02695044,42881.55432,5989.701032,31141.95602,54621.15262,15.62030454,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Missouri Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","MacroInvert_MMI","Fair",69,26.46436029,4.049964846,18.52657505,34.40214552,34164.42781,6138.977589,22132.25283,46196.60279,15.87557047,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Missouri Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","MacroInvert_MMI","Poor",136,40.31884155,4.072209634,32.33745733,48.30022577,52050.0075,5768.39409,40744.16284,63355.85217,15.96276844,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Missouri Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","New England Region","MacroInvert_MMI","Good",43,51.98586987,8.165071115,35.98262455,67.98911518,27334.09508,7673.42972,12294.44919,42373.74097,32.00649063,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-New England Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","MacroInvert_MMI","Fair",22,15.23350943,4.171850781,7.05683215,23.41018671,8009.757194,2071.854687,3948.996627,12070.51776,16.35335456,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-New England Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","MacroInvert_MMI","Poor",58,32.42018517,6.86742506,18.96027938,45.88009095,17046.4864,3585.530003,10018.97673,24073.99608,26.91981157,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-New England Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","MacroInvert_MMI","Not Assessed",3,0.360435539,0.17979767,0.008038581,0.712832497,189.5164846,87.64589599,17.73368503,361.2992841,0.704793916,0.192335724,0,0.482764309,0,5845.18254,"Major_Basins-New England Region-MacroInvert_MMI","Macroinvertebrate Quality","Not Assessed","Keep","Major River Basins","New England","Remove"
"Major_Basins","Ohio-Tennessee Region","MacroInvert_MMI","Good",47,28.44986884,4.037622947,20.53627328,36.3634644,54227.40905,8192.08768,38171.21224,70283.60586,15.82719112,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Ohio-Tennessee Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","MacroInvert_MMI","Fair",38,24.35118053,4.429879402,15.66877645,33.03358462,46415.02691,9487.441287,27819.98368,65010.07014,17.36480817,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Ohio-Tennessee Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","MacroInvert_MMI","Poor",82,47.19895063,4.766940785,37.85591837,56.54198288,89964.45,11850.03813,66738.80206,113190.0979,18.68606451,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Ohio-Tennessee Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Pacific Northwest Region","MacroInvert_MMI","Good",81,58.96450402,4.815034159,49.52721048,68.40179755,71725.34648,9830.159823,52458.58726,90992.1057,18.87458707,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Pacific Northwest Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","MacroInvert_MMI","Fair",50,16.08013088,3.354987211,9.504476775,22.65578498,19560.12313,4153.159864,11420.07937,27700.16688,13.151308205,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Pacific Northwest Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","MacroInvert_MMI","Poor",65,23.23157684,3.716359744,15.94764559,30.51550809,28259.25403,4525.378294,19389.67556,37128.8325,14.5678625,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Pacific Northwest Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","MacroInvert_MMI","Not Assessed",1,1.723788267,1.460673898,0,4.5866565,2096.843054,1792.310407,0,5609.706902,4.5866565,0.192335724,0,0.482764309,0,5845.18254,"Major_Basins-Pacific Northwest Region-MacroInvert_MMI","Macroinvertebrate Quality","Not Assessed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","MacroInvert_MMI","Good",26,17.20156127,4.420138866,8.538248284,25.86487425,7367.092736,1295.175614,4828.595179,9905.590293,17.326625966,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Rio Grande-Texas-Gulf Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","MacroInvert_MMI","Fair",25,19.5787312,5.554346212,8.692412666,30.46504973,8385.18819,1911.094876,4639.511061,12130.86532,21.772637064,26.06717174,22.84107318,29.29327031,271007.5609,359935.3698,"Major_Basins-Rio Grande-Texas-Gulf Region-MacroInvert_MMI","Macroinvertebrate Quality","Moderately Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","MacroInvert_MMI","Poor",26,63.21970753,7.915148832,47.70630089,78.73311417,27075.76602,7787.939075,11811.68592,42339.84612,31.02681328,43.51060274,40.05098175,46.97022372,473592.4247,579560.0799,"Major_Basins-Rio Grande-Texas-Gulf Region-MacroInvert_MMI","Macroinvertebrate Quality","Most Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Souris-Red-Rainy Region","MacroInvert_MMI","Good",12,43.46128065,11.75498086,20.42194153,66.50061977,9058.526203,2472.530396,4212.455677,13904.59673,46.07867824,30.2298898,27.2714142,33.1883654,326801.6363,404897.8151,"Major_Basins-Souris-Red-Rainy Region-MacroInvert_MMI","Macroinvertebrate Quality","Least Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
