"SITE_ID","LAT_DD83","LON_DD83","XCOORD","YCOORD","AG_ECO3_NM","AG_ECO9_NM","MISS_BASIN_NM","MAJ_BAS_NM","FS_EW","EPA_REG","STRAH_CAT","NARS_OWN","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","WGT13_ALL","WGT13_CAT","ANC_COND","ANC","DOC","PH","SAL_COND","COND","NTL_COND","NTL_UG_L","PTL_COND","PTL","BENT_MMI_COND","MMI_BENT","OE_SCORE","OE_COND","INSTRMCVR_COND","L_XFC_NAT","BEDSED_COND","LRBS_USE","RIPDIST_COND","W1_HALL","RIPVEG_COND","L_XCMGW","FISH_MMI_COND","MMI_FISH","ENT_1X_CCE_100ML","ENT_1X_STV_COND","MICX_COND","MICX_RESULT","MICX_MDL","MICX_RL","MICX_FLAG","HG_COND","MERCURY_RESULT","MERCURY_MDL","MERCURY_RL","MERCURY_FLAG","PUBLICATION_DATE"
"NHS9-0911","43.81879","-71.19524","1965067","965240.8","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","LargeStreams","Private","Target_Sampled","NH_Streams_NH_3rd","Base_09Stream_RVT","Include","NH","Target","NonUrban","2","1","501.5897","NH_LargeStreams","None","119.43","1.49","7.07","Good","68.6","Good",261,"Good","14","Poor","17.9","0.22926583316062293","OE<0.5","Fair","-0.749136614","Fair","-0.846766432","Moderate","0.484872727272727","Poor","-0.167200881","Fair","50","412.152035106137","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","231","2.99","16.6",NA,2017-10-12
"SDLS-1110","43.40178","-100.9843","-401641.8","671320.5","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","Private","Target_Sampled","SD_LargeStreams_NPL","Base_NewLargeStreams","Include","SD","Target","NonUrban","1","909.2627","250.71763","SD_LargeStreams","None","5660.17","14.4","8.31","Good","611","Poor",1084,"Poor","849","Good","79.45","1.5011575556258125","O/E>=0.9","Good","-0.438248312","Poor","-2.969496867","Moderate","1.27277272727273","Good","-0.289536445","Fair","36.88","231.447669927365","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","69.8","3.25","18",NA,2017-10-12
"UTSS-1100","38.01992","-111.6545","-1355131","170137","West","Western Mountains",NA,"Upper Colorado Region","West","Region_8","SmallStreams","USFS","Target_Sampled","UT_SmallStreams_WMT","Base_NewSmallStreams","Include","UT","Target","NonUrban","1","8932.25691","1060.70521","UT_SmallStreams","None","281.93","4.11","7.51","Good","33.7","Poor",419,"Fair","41","Poor","27.32","1.0266175995765874","O/E>=0.9","Good","0.1854648852","Fair","-1.356222529","Low","0","Good","-0.118537529","Good","77.2","376.075000160322","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","95.9","3","16.6",NA,2017-10-12
"ALLS-1041","30.69485","-87.92435","770867.9","-727471.8","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","LargeStreams","Private","Target_Sampled","AL_LargeStreams_CPL","Base_NewLargeStreams","Include","AL","Target","Urban","1","5481.27052","1703.67148","AL_LargeStreams","None","221.37","6.42","7.25","Good","61.8","Good",441,"Good","43","Poor","33.18","0.68739393934215642","O/E<0.8","Poor","-1.190134333","Not Assessed",NA,"Moderate","0.810640909090909","Fair","-0.174514871","Good","59.2","243.466634514302","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","658","3.16","17.5",NA,2017-10-12
"MNRM-1008","46.26806","-94.34819","127613.5","980924.8","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","RiversMajor","State","Target_Sampled","MN_RiversMajor_UMW","Base_NewRiversMajor","Include","MN","Target","NonUrban","1","167.75302","77.26544","MN_RiversMajor","None","2943.4","14.77","8.17","Good","298","Poor",1118,"Poor","96","Good","45.67","0.94899671479328507","O/E>=0.9","Good","-0.449215928","Fair","-1.256745958","Low","0.185430303030303","Good","-0.06435535","Poor","21.77","715.700047232422","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","535","3.22","17.9",NA,2017-10-12
"PASS-1166","39.8802910500088","-75.2758320153513","1742906","457426.6","Plains and Lowlands","Coastal Plains",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","FWS","Target_Sampled","PA_SmallStreams_CPL","Base_NewSmallStreams","Include","PA","Target","Urban","1","107.49173","64.30306","PA_SmallStreams","None","1238.75","3.09","7.72","Good","422","Poor",3388,"Poor","386","Poor","4.43","0.3818433053536916","OE<0.5","Good","-0.382427842","Good","0.039958781","High","2.46218181818182","Poor","-0.46620484","Poor","30.32","987.299300518712","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","144","2.9","16.1",NA,2017-10-12
"IAS9-0922","43.35914965","-93.86842916","171934.848","657953.838","Plains and Lowlands","Temporate Plains","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_7","SmallStreams","Private","Target_Sampled","IA_Streams_IA_1st2n","Base_09Stream","Include","IA","Target","NonUrban","1","1","512.45918","IA_SmallStreams","None","4767.37","4.98","8.03","Good","688","Poor",17863,"Poor","175","Poor","24.67","0.82530784114750078","O/E<0.9","Fair","-0.92412139","Fair","-1.951070405","Moderate","1.16671818181818","Poor","-2","Fair","52.93","244.119803169078","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","170","3.15","17.4",NA,2017-10-12
"MOLS-1082","37.91398","-90.825","450430.9","58664.82","Eastern Highlands","Southern Appalachians","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_7","LargeStreams","Private","Target_Sampled","MO_LargeStreams_SAP","Base_NewLargeStreams","Include","MO","Target","NonUrban","1","4136.31489","2105.65065","MO_LargeStreams","None","4125.29","1.62","8.29","Good","381","Fair",351,"Poor","39","Good","49.45","0.80520698885999487","O/E<0.9","Fair","-0.738196627","Good","-0.474623594","Moderate","1.15153636363636","Good","0.1551289183","Good","81.15","464.096208243142","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NVS9-0924","39.21429","-114.5413","-1576152","346387.6","West","Xeric",NA,"Great Basin Region",NA,"Region_9","LargeStreams","BLM","Target_Sampled","NV_Streams_NV_3rd","Base_09Stream","Include","NV","Target","NonUrban","1","1","458.08848","NV_LargeStreams","None","297.75","0.8","7.57","Good","35.5","Good",149,"Good","47","Fair","48.73","1.0286219178678737","O/E>=0.9","Good","-0.288896082","Good","-1.386757382","Moderate","1.2917125","Good","-0.117404319","Fair","76.1","893.195140941284","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NMRM-1007","33.03974","-108.5324","-1159919","-422464.8","West","Western Mountains",NA,"Lower Colorado Region","West","Region_6","RiversMajor","USFS","Target_Sampled","NM_RiversMajor_WMT","Base_NewRiversMajor","Include","NM","Target","NonUrban","1","114.07794","30.2876","NM_RiversMajor","None","1946.13","1.2","8.01","Good","306","Good",121,"Poor","142","Fair","48.07","1.236241581743025","O/E>=0.9","Fair","-0.687284247","Fair","-0.463968522","Moderate","1.28790909090909","Good","-0.018758145","Poor","0","4614.61227435303","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"UTLS-1059","38.80907","-111.316","-1311894","252669","West","Xeric",NA,"Upper Colorado Region",NA,"Region_8","LargeStreams","BLM","Target_Sampled","UT_LargeStreams_XER","Base_NewLargeStreams","Include","UT","Target","NonUrban","1","1248.36164","312.09041","UT_LargeStreams","None","6527.81","11.01","8.36","Poor","6390","Poor",721,"Good","19","Poor","33.33","0.13331794412463199","OE<0.5","Poor","-1.190134333","Good","-1.652075","Moderate","1.29545454545455","Good","-0.218734339","Not Assessed",NA,"801.689542556549","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"SCR9-0903","34.12622","-80.65031","1399091","-264466.1","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","SC_Rivers_SC_6th","Base_09River","Include","SC","Target","NonUrban","1","1","245.24741","SC_RiversMajor","None","536.37","3.99","7.51","Good","109.3","Fair",766,"Good","54","Fair","41.47","0.56896628778995406","O/E<0.8","Good","-0.592686366","Fair","-2.230196141","Low","0.0303045454545455","Good","0.0013796523","Poor","39.21","233.389778467647","Below Human Health Threshold","<= 10 ug/L","0.194",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","71.4","2.6","14.4",NA,2017-10-12
"SCS9-0922","33.76763","-80.07379","1457841","-295331.4","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","SmallStreams","Private","Target_Sampled","SC_Streams_SC_1st2n","Base_09Stream","Include","SC","Target","NonUrban","1","1","5096.31937","SC_SmallStreams","None","424.05","11.5","7.3","Good","131.2","Poor",1394,"Fair","72","Poor","28.57","1.0055553526361125","O/E>=0.9","Good","0.0120699197","Not Assessed",NA,"Moderate","0.606063636363636","Good","0.1331758768","Poor","39.04","2361.59894029234","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","172","2.9","16.1",NA,2017-10-12
"SDRM-1005","43.68389","-100.2087","-337789.7","699751.9","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversMajor","Private","Target_Sampled","SD_RiversMajor_NPL","Base_NewRiversMajor","Include","SD","Target","NonUrban","1","265.07902","64.67572","SD_RiversMajor","None","3957.18","7.57","8.44","Good","549","Poor",2850,"Poor","6717","Poor","38.12","0.24357384635736049","OE<0.5","Fair","-1.160579093","Poor","-1.554309665","High","1.59855454545455","Fair","-0.596567486","Fair","38.08",NA,"Not Assessed","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","108","3.39","18.8",NA,2017-10-12
"WYR9-0902","41.59625","-109.1488","-1084482","534095.8","West","Xeric",NA,"Upper Colorado Region",NA,"Region_8","RiversOther","BLM","Target_Sampled","WY_Rivers_WY_6th","Base_09River","Include","WY","Target","NonUrban","1","1","89.50366","WY_RiversOther","None","17844.08","31.86","8.05","Poor","49320","Poor",2808,"Good","37","Poor","25","0.13843012916613476","OE<0.5","Poor","-2","Fair","-2.29343825","Moderate","0.651540909090909","Good","-1.005962945","Poor","0","165.09828310954","Below Human Health Threshold","<= 10 ug/L","0.365",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"MDS9-0918","39.69017","-76.93024","1609845","407536.3","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","MD_Streams_MD_1st","Base_09Stream","Include","MD","Target","NonUrban","1","1","2994.42973","MD_SmallStreams","None","383.1","1.07","7.47","Good","130.9","Poor",2856,"Fair","17","Fair","38.75","1.0038907229988479","O/E>=0.9","Good","-0.337242168","Good","-0.584711841","Low","0.166672727272727","Good","0.1844978519","Good","73.27","1583.48455189622","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","89.7","3.36","18.6",NA,2017-10-12
"RISS-1079","41.56816","-71.18604","2030708","722441.8","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","SmallStreams","Private","Target_Sampled","RI_SmallStreams_NAP","Base_NewSmallStreams","Include","RI","Target","NonUrban","1","157.92333","27.63658","RI_SmallStreams","None","129.93","22.14","6.61","Good","144.9","Poor",1074,"Poor","108","Poor","12","0.66206917493851369","O/E<0.8","Good","-0.037716783","Fair","-0.943915983","High","2.28031363636364","Good","0.1690596078","Poor","36.41","4071.99153961128","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","288","3.3","18.2",NA,2017-10-12
"NDLS-1067","46.33039","-102.9981","-539681.8","1006607","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","State","Target_Sampled","ND_LargeStreams_NPL","Base_NewLargeStreams","Include","ND","Target","NonUrban","1","1156.13276","100.94647","ND_LargeStreams","None","8506.9","35.97","8.24","Poor","3510","Poor",2254,"Poor","169","Poor","19.62","0.60371862067119297","O/E<0.8","Fair","-1.132907664","Fair","-2.166697792","High","2.1667","Poor","-2","Poor","30.61","749.240661143279","Below Human Health Threshold","<= 10 ug/L","0.116",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","85.8","2.74","15.2",NA,2017-10-12
"OKLS-1204","34.17387","-96.08742","-7997.59","-372372.2","Plains and Lowlands","Coastal Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","LargeStreams","Private","Target_Sampled","OK_LargeStreams_TF","Base_NewLargeStreams","Include","OK","Target","NonUrban","1","316.56199","211.04132","OK_LargeStreams_TF","None","4657.37","6.74","7.95","Fair","513","Poor",1093,"Poor","156","Poor","24.25","1.0166488985419475","O/E>=0.9","Poor","-1.132907664","Fair","-1.467957664","Low","0.0681818181818182","Poor","-0.184211011","Poor","43.46","499.504266115086","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","215","3.02","16.7",NA,2017-10-12
"OKLS-1209","34.30293","-95.65807","31231.24","-357891.9","Eastern Highlands","Southern Appalachians","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","LargeStreams","Private","Target_Sampled","OK_LargeStreams_TF","Base_NewLargeStreams","Include","OK","Target","NonUrban","1","316.56199","211.04132","OK_LargeStreams_TF","None","481.64","8.35","7.3","Good","89.5","Poor",729,"Poor","103","Poor","24.85","0.78980303404894781","O/E<0.8","Good","-0.335101728","Poor","-0.846803249","Low","0.0606090909090909","Good","0.1623199554","Poor","44","688.124989998052","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","263","3.12","17.3",NA,2017-10-12
"SCRM-1001","34.93019","-80.8684","1365128","-178884.5","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","SC_RiversMajor_SAP","Base_NewRiversMajor","Include","SC","Target","Urban","1","260.63981","300.17081","SC_RiversMajor","None","448.84","2.09","7.59","Good","91.3","Poor",736,"Poor","51","Fair","40.6","0.67737524715192865","O/E<0.8","Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"716.848088696515","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","62.2","2.92","16.2",NA,2017-10-12
"SCRO-1013","34.70969","-82.46106","1225977","-224984.7","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","RiversOther","Private","Target_Sampled","SC_RiversOther_SAP","Base_NewRiversOther","Include","SC","Target","Urban","1","743.10859","371.55429","SC_RiversOther","None","269.13","1.85","7.37","Good","41.9","Fair",405,"Poor","70","Poor","0","0.38233609640461891","OE<0.5","Good","-0.760359317","Poor","-3.013522864","Moderate","0.819638528138528","Good","-0.061503018","Poor","29.57","254.07547956423","Below Human Health Threshold","<= 10 ug/L","0.132",NA,"0.15","L","Exceeds 300 ng Hg/g ww","691","3.25","18",NA,2017-10-12
"UTSS-1110","39.61126","-111.0646","-1276354","338006.1","West","Xeric",NA,"Upper Colorado Region",NA,"Region_8","SmallStreams","State","Target_Sampled","UT_SmallStreams_XER","Base_NewSmallStreams","Include","UT","Target","NonUrban","1","4962.34945","589.27883","UT_SmallStreams","None","4324.3","3.98","8.62","Fair","675","Poor",1021,"Good","27","Poor","29.77","0.51980858184623979","O/E<0.8","Poor","-0.717110229","Good","-1.426659742","Moderate","1.06065909090909","Poor","-0.786723786","Poor","0","1562.67832760932","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MDSS-1090","39.32064","-77.20777","1594861","362264","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","MD_SmallStreams_SAP","Base_NewSmallStreams","Include","MD","Target","NonUrban","1","3012.64081","402.17462","MD_SmallStreams","None","1053.83","1.33","7.77","Good","469","Poor",3188,"Fair","17","Poor","19.28","0.60574044833160434","O/E<0.8","Fair","-0.760359317","Good","-1.02151976","High","2.35422207792208","Good","0.1815837647","Fair","50.21","3420.49523684594","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"IASS-1093","41.14847","-92.53798","288215.6","414078.6","Plains and Lowlands","Temporate Plains","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_7","SmallStreams","Private","Target_Sampled","IA_SmallStreams_TPL","Base_NewSmallStreams","Include","IA","Target","NonUrban","1","5075.8129","1301.26715","IA_SmallStreams","None","4472.39","5.26","8.29","Good","622","Poor",1965,"Fair","107","Poor","15.6","0.93278309783676494","O/E>=0.9","Fair","-0.848268086","Fair","-2.315547127","High","1.62121818181818","Good","0.1773397047","Poor","45.19","11316.930104362","Above Human Health Threshold","<= 10 ug/L","0.294",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"COSS-1095","40.64981","-106.9236","-913998.7","405574.6","West","Western Mountains",NA,"Upper Colorado Region",NA,"Region_8","SmallStreams","State","Target_Sampled","CO_SmallStreams_WMT","Base_NewSmallStreams","Include","CO","Target","NonUrban","1","9634.46743","1540.03004","CO_SmallStreams","None","1179.16","3.7","7.96","Good","126.2","Poor",354,"Poor","84","Poor","7.45","0.72165783409092898","O/E<0.8","Poor","-0.65489372","Poor","-2.18178509","Low","0","Good","-0.08727083","Not Assessed",NA,"1186.02650058492","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MTR9-0919","48.14733","-107.549","-864898.1","1240236","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","BLM","Target_Sampled","MT_Rivers_MT_5th","Base_09River","Include","MT","Target","NonUrban","1","1","233.46568","MT_RiversOther","None","3055.45","7.09","8.29","Poor","2190","Fair",836,"Fair","104","Poor","42.33","0.95870302540582497","O/E>=0.9","Poor","-1.550030994","Fair","-1.232656715","High","2.04548181818182","Poor","-2","Not Assessed",NA,"693.24803438916","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"TXR9-0911","31.77034","-103.7793","-732858.5","-610575","West","Xeric",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","RiversMajor","Private","Target_Sampled","TX_Rivers_TX_7th+","Base_09River","Include","TX","Target","NonUrban","1","1","211.93555","TX_RiversMajor","None","750.5","13.61","8.13","Poor","6640","Poor",3131,"Fair","80","Poor","36.4","0.21672944388866114","OE<0.5","Good","-0.502316586","Good","-1.294609152","High","1.6894","Good","-0.523207881","Not Assessed",NA,"69.6823510080553","Below Human Health Threshold","<= 10 ug/L","0.24",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"CAR9-0910","37.59637606","-121.12876127","-2172173.814","299670.127","West","Xeric",NA,"California Region",NA,"Region_9","RiversOther","Private","Target_Sampled","CA_Rivers_CA_6th","Base_09River","Include","CA","Target","NonUrban","1","1","191.88882","CA_RiversOther","None","1500","2.35","7.7","Good","234","Poor",1700,"Fair","92.9","Poor","20.28","0.28655333945528993","OE<0.5","Good","-0.472018776","Fair","-1.128545599","High","1.95497142857143","Good","-0.202700976","Not Assessed",NA,"176.405498602735","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MSSS-1081","34.14459","-90.10347","539327","-358912","Plains and Lowlands","Coastal Plains","Lower Mississippi Region","Lower Mississippi Region",NA,"Region_4","SmallStreams","Private","Target_Sampled","MS_SmallStreams_CPL","Base_NewSmallStreams","Include","MS","Target","NonUrban","1","11641.24311","4992.29583","MS_SmallStreams","None","545.78","9.24","7.22","Good","68.9","Poor",1794,"Poor","447","Poor","10.95","0.58693934287081839","O/E<0.8","Poor","-1.550030994","Good","-0.648478741","High","2.40158181818182","Poor","-2","Poor","0","7574.60267872813","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"GAR9-0901","30.70226826","-83.0338573","1235230.9","-675022.673","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","RiversOther","Private","Target_Sampled","GA_Rivers_GA_6th","Base_09River_RVT","Include","GA","Target","NonUrban","2","1","299.74821","GA_RiversOther","None","171.16","14.81","6.78","Good","54.4","Fair",821,"Poor","169","Good","68.15","0.94009794266430058","O/E>=0.9","Good","-0.528175086","Good","-1.271903882","Moderate","0.42425","Good","0.0345190764","Fair","54.21","579.469311713408","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","863","2.58","14.3",NA,2017-10-12
"LAR9-0902","31.6265","-92.90921","291967.1","-651857","Plains and Lowlands","Coastal Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","RiversMajor","Private","Target_Sampled","LA_Rivers_LA_7th+","Base_09River","Include","LA","Target","NonUrban","1","1","181.66474","LA_RiversMajor","None","1159.54","8.21","7.85","Good","194.2","Fair",838,"Poor","139","Poor","35.18","0.95418908358469656","O/E>=0.9","Good","-0.417110589","Fair","-2.616147853","Low","0.0303045454545455","Good","-0.064928071","Fair","52.79","154.0145209798","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","151","2.96","16.4",NA,2017-10-12
"NDLS-1072","45.97747","-102.9781","-541013","967445.4","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","Private","Target_Sampled","ND_LargeStreams_NPL","Base_NewLargeStreams","Include","ND","Target","NonUrban","1","1156.13276","100.94647","ND_LargeStreams","None","10685.52","28.58","8.38","Poor","4560","Poor",2806,"Poor","175","Poor","12.63","0.54493836527500439","O/E<0.8","Good","-0.430496043","Good","-0.991870173","High","2.05558333333333","Poor","-2","Poor","23.82","945.471964984018","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","39.6","3.25","18",NA,2017-10-12
"ORRM-1003","44.63184","-119.6373","-1852236","1029495","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","RiversMajor","Private","Target_Sampled","OR_RiversMajor_WMT","Base_NewRiversMajor","Include","OR","Target","NonUrban","1","245.05481","89.54035","OR_RiversMajor","None","2810.79","3.18","8.33","Good","297","Fair",240,"Poor","107","Good","66.68","1.0743751686131089","O/E>=0.9","Fair","-1.016086822","Good","0.178744328","Moderate","1.44702272727273","Good","-0.227811696","Fair","74.17","666.887242682704","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","435","3.41","18.9",NA,2017-10-12
"CASS-1248","39.66106","-120.8893","-2092037","517742.2","West","Western Mountains",NA,"California Region","West","Region_9","SmallStreams","USFS","Target_Sampled","CA_SmallStreams_WMT","Base_NewSmallStreams","Include","CA","Target","NonUrban","1","10672.54114","333.65329","CA_SmallStreams","None","1320","0.65","8.13","Good","124","Good",82.5,"Fair","18.4","Good","58.77","0.98094818681926532","O/E>=0.9","Good","-0.383858798","Good","0.319975806","Low","0","Good","0.0770373919","Poor","0","236.590071262013","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"LASS-1049","31.77988","-93.58421","227785.2","-636629.7","Plains and Lowlands","Coastal Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","SmallStreams","Private","Target_Sampled","LA_SmallStreams_CPL","Base_NewSmallStreams","Include","LA","Target","NonUrban","1","15236.73296","11427.54972","LA_SmallStreams","None","680.05","10.46","7.37","Good","138.8","Fair",961,"Poor","172","Poor","34.45","1.2792263742825676","O/E>=0.9","Good","-0.493003268","Poor","-1.887573421","Low","0","Good","0.1119647863","Fair","48.7","2020.41302712063","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","456","3.46","19.2",NA,2017-10-12
"MNR9-0916","46.94815","-92.43222","272756.5","1060287","Plains and Lowlands","Upper Midwest",NA,"Great Lakes Region",NA,"Region_5","RiversOther","Private","Target_Sampled","MN_Rivers_MN_4th5th","Base_09River","Include","MN","Target","NonUrban","1","1","98.99663","MN_RiversOther","None","503.7","14.86","7.45","Good","66.3","Fair",819,"Good","34","Good","64.52","1.1646876051243573","O/E>=0.9","Good","-0.498567259","Good","1.320631002","Low","0","Fair","-0.245686421","Fair","30.35","219.43578367117","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","322","2.29","12.7",NA,2017-10-12
"SCLS-1031","34.96664","-82.10085","1254176","-191839.3","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","LargeStreams","Private","Target_Sampled","SC_LargeStreams_SAP","Base_NewLargeStreams","Include","SC","Target","NonUrban","1","3066.88742","1300.57402","SC_LargeStreams","None","329.91","1.43","7.38","Good","59.8","Poor",786,"Poor","51","Poor","19.18","0.44548925700383835","OE<0.5","Good","-0.542469802","Not Assessed",NA,"Moderate","1.04547272727273","Good","-0.00556286","Poor","41.95","2641.30819461031","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","108","3.45","19.1",NA,2017-10-12
"NDR9-0908","47.97871","-103.8253","-588341.8","1193265","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversMajor","DOD","Target_Sampled","ND_Rivers_ND_7th+","Base_09River","Include","ND","Target","NonUrban","1","1","156.66079","ND_RiversMajor","None","1837.34","2.7","8.17","Good","347","Good",516,"Poor","294","Poor","40.77","0.70960061348866299","O/E<0.8","Good","-0.862415739","Poor","-1.363633647","Moderate","0.401531818181818","Good","-0.18195415","Good","48.14","53.8770918125026","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","492","2.93","16.2",NA,2017-10-12
"VTRS-1009","44.5708","-71.59714","1912647","1038076","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","SmallStreams","Private","Target_Sampled","VT_RiverStream_NAP","Base_NewRiverStream2","Include","VT","Target","NonUrban","1","182.4371","390.93665","VT_RiverStream","None","205.41","8.26","7.08","Good","34.8","Good",305,"Fair","31","Good","61.68","0.98552004428037743","O/E>=0.9","Good","-0.02082425","Poor","-1.937513677","Moderate","0.340918181818182","Good","0.0457673609","Fair","55.17","502.103718007157","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","191","3.3","18.2",NA,2017-10-12
